date,location,new_cases,new_deaths,total_cases,total_deaths
2020-03-06,Israel,0.0,0.0,15.0,0.0
2020-03-07,Israel,4.0,0.0,19.0,0.0
2020-03-08,Israel,6.0,0.0,25.0,0.0
2020-03-09,Israel,14.0,0.0,39.0,0.0
2020-03-10,Israel,0.0,0.0,39.0,0.0
2020-03-11,Israel,36.0,0.0,75.0,0.0
2020-03-12,Israel,0.0,0.0,75.0,0.0
2020-03-13,Israel,0.0,0.0,75.0,0.0
2020-03-14,Israel,25.0,0.0,100.0,0.0
2020-03-15,Israel,78.0,0.0,178.0,0.0
2020-03-16,Israel,22.0,0.0,200.0,0.0
2020-01-31,Italy,0.0,0.0,2.0,0.0
2020-02-01,Italy,0.0,0.0,2.0,0.0
2020-02-02,Italy,0.0,0.0,2.0,0.0
2020-02-03,Italy,0.0,0.0,2.0,0.0
2020-02-04,Italy,0.0,0.0,2.0,0.0
2020-02-05,Italy,0.0,0.0,2.0,0.0
2020-02-06,Italy,0.0,0.0,2.0,0.0
2020-02-07,Italy,1.0,0.0,3.0,0.0
2020-02-08,Italy,0.0,0.0,3.0,0.0
2020-02-09,Italy,0.0,0.0,3.0,0.0
2020-02-10,Italy,0.0,0.0,3.0,0.0
2020-02-11,Italy,0.0,0.0,3.0,0.0
2020-02-12,Italy,0.0,0.0,3.0,0.0
2020-02-13,Italy,0.0,0.0,3.0,0.0
2020-02-14,Italy,0.0,0.0,3.0,0.0
2020-02-15,Italy,0.0,0.0,3.0,0.0
2020-02-16,Italy,0.0,0.0,3.0,0.0
2020-02-17,Italy,0.0,0.0,3.0,0.0
2020-02-18,Italy,0.0,0.0,3.0,0.0
2020-02-19,Italy,0.0,0.0,3.0,0.0
2020-02-20,Italy,0.0,0.0,3.0,0.0
2020-02-21,Italy,0.0,0.0,3.0,0.0
2020-02-22,Italy,6.0,0.0,9.0,0.0
2020-02-23,Italy,67.0,0.0,76.0,2.0
2020-02-24,Italy,48.0,0.0,124.0,2.0
2020-02-25,Italy,105.0,4.0,229.0,6.0
2020-02-26,Italy,93.0,5.0,322.0,11.0
2020-02-27,Italy,78.0,1.0,400.0,12.0
2020-02-28,Italy,250.0,5.0,650.0,17.0
2020-02-29,Italy,238.0,4.0,888.0,21.0
2020-03-01,Italy,240.0,8.0,1128.0,29.0
2020-03-02,Italy,561.0,6.0,1689.0,35.0
2020-03-03,Italy,347.0,17.0,2036.0,52.0
2020-03-04,Italy,466.0,28.0,2502.0,80.0
2020-03-05,Italy,587.0,27.0,3089.0,107.0
2020-03-06,Italy,769.0,41.0,3858.0,148.0
2020-03-07,Italy,778.0,49.0,4636.0,197.0
2020-03-08,Italy,1247.0,37.0,5883.0,234.0
2020-03-09,Italy,1492.0,132.0,7375.0,366.0
2020-03-10,Italy,1797.0,97.0,9172.0,463.0
2020-03-11,Italy,977.0,168.0,10149.0,631.0
2020-03-12,Italy,2313.0,196.0,12462.0,827.0
2020-03-13,Italy,2651.0,189.0,15113.0,1016.0
2020-03-14,Italy,2547.0,252.0,17660.0,1268.0
2020-03-15,Italy,3497.0,173.0,21157.0,1441.0
2020-03-16,Italy,3590.0,368.0,24747.0,1809.0
2020-03-11,Jamaica,0.0,0.0,1.0,0.0
2020-03-12,Jamaica,0.0,0.0,1.0,0.0
2020-03-13,Jamaica,0.0,0.0,1.0,0.0
2020-03-14,Jamaica,6.0,0.0,7.0,0.0
2020-03-15,Jamaica,1.0,0.0,8.0,0.0
2020-03-16,Jamaica,2.0,0.0,10.0,0.0
2020-01-21,Japan,0.0,0.0,1.0,0.0
2020-01-22,Japan,0.0,0.0,1.0,0.0
2020-01-23,Japan,0.0,0.0,1.0,0.0
2020-01-24,Japan,0.0,0.0,1.0,0.0
2020-01-25,Japan,2.0,0.0,3.0,0.0
2020-01-26,Japan,0.0,0.0,3.0,0.0
2020-01-27,Japan,1.0,0.0,4.0,0.0
2020-01-28,Japan,2.0,0.0,6.0,0.0
2020-01-29,Japan,1.0,0.0,7.0,0.0
2020-01-30,Japan,4.0,0.0,11.0,0.0
2020-01-31,Japan,3.0,0.0,14.0,0.0
2020-02-01,Japan,3.0,0.0,17.0,0.0
2020-02-02,Japan,3.0,0.0,20.0,0.0
2020-02-03,Japan,0.0,0.0,20.0,0.0
2020-02-04,Japan,0.0,0.0,20.0,0.0
2020-02-05,Japan,3.0,0.0,23.0,0.0
2020-02-06,Japan,2.0,0.0,25.0,0.0
2020-02-07,Japan,0.0,0.0,25.0,0.0
2020-02-08,Japan,0.0,0.0,25.0,0.0
2020-02-09,Japan,1.0,0.0,26.0,0.0
2020-02-10,Japan,0.0,0.0,26.0,0.0
2020-02-11,Japan,0.0,0.0,26.0,0.0
2020-02-12,Japan,2.0,0.0,28.0,0.0
2020-02-13,Japan,1.0,0.0,29.0,0.0
2020-02-14,Japan,4.0,0.0,33.0,1.0
2020-02-15,Japan,8.0,0.0,41.0,1.0
2020-02-16,Japan,12.0,0.0,53.0,1.0
2020-02-17,Japan,6.0,0.0,59.0,1.0
2020-02-18,Japan,6.0,0.0,65.0,1.0
2020-02-19,Japan,8.0,0.0,73.0,1.0
2020-02-20,Japan,12.0,0.0,85.0,1.0
2020-02-21,Japan,8.0,0.0,93.0,1.0
2020-02-22,Japan,12.0,0.0,105.0,1.0
2020-02-23,Japan,27.0,0.0,132.0,1.0
2020-02-24,Japan,12.0,0.0,144.0,1.0
2020-02-25,Japan,13.0,0.0,157.0,1.0
2020-02-26,Japan,7.0,0.0,164.0,1.0
2020-02-27,Japan,22.0,2.0,186.0,3.0
2020-02-28,Japan,24.0,1.0,210.0,4.0
2020-02-29,Japan,20.0,1.0,230.0,5.0
2020-03-01,Japan,9.0,0.0,239.0,5.0
2020-03-02,Japan,15.0,1.0,254.0,6.0
2020-03-03,Japan,14.0,0.0,268.0,6.0
2020-03-04,Japan,16.0,0.0,284.0,6.0
2020-03-05,Japan,33.0,0.0,317.0,6.0
2020-03-06,Japan,32.0,0.0,349.0,6.0
2020-03-07,Japan,59.0,0.0,408.0,6.0
2020-03-08,Japan,47.0,0.0,455.0,6.0
2020-03-09,Japan,33.0,1.0,488.0,7.0
2020-03-10,Japan,26.0,2.0,514.0,9.0
2020-03-11,Japan,54.0,3.0,568.0,12.0
2020-03-12,Japan,52.0,3.0,620.0,15.0
2020-03-13,Japan,55.0,4.0,675.0,19.0
2020-03-14,Japan,41.0,2.0,716.0,21.0
2020-03-15,Japan,64.0,1.0,780.0,22.0
2020-03-16,Japan,34.0,2.0,814.0,24.0
2020-03-13,Jersey,0.0,0.0,2.0,0.0
2020-03-14,Jersey,0.0,0.0,2.0,0.0
2020-03-15,Jersey,0.0,0.0,2.0,0.0
2020-03-16,Jersey,0.0,0.0,2.0,0.0
2020-03-03,Jordan,0.0,0.0,1.0,0.0
2020-03-04,Jordan,0.0,0.0,1.0,0.0
2020-03-05,Jordan,0.0,0.0,1.0,0.0
2020-03-06,Jordan,0.0,0.0,1.0,0.0
2020-03-07,Jordan,0.0,0.0,1.0,0.0
2020-03-08,Jordan,0.0,0.0,1.0,0.0
2020-03-09,Jordan,0.0,0.0,1.0,0.0
2020-03-10,Jordan,0.0,0.0,1.0,0.0
2020-03-11,Jordan,0.0,0.0,1.0,0.0
2020-03-12,Jordan,0.0,0.0,1.0,0.0
2020-03-13,Jordan,0.0,0.0,1.0,0.0
2020-03-14,Jordan,0.0,0.0,1.0,0.0
2020-03-15,Jordan,0.0,0.0,1.0,0.0
2020-03-16,Jordan,5.0,0.0,6.0,0.0
2020-03-15,Kazakhstan,0.0,0.0,6.0,0.0
2020-03-16,Kazakhstan,0.0,0.0,6.0,0.0
2020-03-14,Kenya,0.0,0.0,1.0,0.0
2020-03-15,Kenya,0.0,0.0,1.0,0.0
2020-03-16,Kenya,0.0,0.0,1.0,0.0
2020-02-24,Kuwait,0.0,0.0,3.0,0.0
2020-02-25,Kuwait,5.0,0.0,8.0,0.0
2020-02-26,Kuwait,4.0,0.0,12.0,0.0
2020-02-27,Kuwait,31.0,0.0,43.0,0.0
2020-02-28,Kuwait,0.0,0.0,43.0,0.0
2020-02-29,Kuwait,2.0,0.0,45.0,0.0
2020-03-01,Kuwait,0.0,0.0,45.0,0.0
2020-03-02,Kuwait,11.0,0.0,56.0,0.0
2020-03-03,Kuwait,0.0,0.0,56.0,0.0
2020-03-04,Kuwait,0.0,0.0,56.0,0.0
2020-03-05,Kuwait,2.0,0.0,58.0,0.0
2020-03-06,Kuwait,0.0,0.0,58.0,0.0
2020-03-07,Kuwait,0.0,0.0,58.0,0.0
2020-03-08,Kuwait,4.0,0.0,62.0,0.0
2020-03-09,Kuwait,2.0,0.0,64.0,0.0
2020-03-10,Kuwait,1.0,0.0,65.0,0.0
2020-03-11,Kuwait,4.0,0.0,69.0,0.0
2020-03-12,Kuwait,11.0,0.0,80.0,0.0
2020-03-13,Kuwait,0.0,0.0,80.0,0.0
2020-03-14,Kuwait,20.0,0.0,100.0,0.0
2020-03-15,Kuwait,12.0,0.0,112.0,0.0
2020-03-16,Kuwait,0.0,0.0,112.0,0.0
2020-03-03,Latvia,0.0,0.0,1.0,0.0
2020-03-04,Latvia,0.0,0.0,1.0,0.0
2020-03-05,Latvia,0.0,0.0,1.0,0.0
2020-03-06,Latvia,0.0,0.0,1.0,0.0
2020-03-07,Latvia,0.0,0.0,1.0,0.0
2020-03-08,Latvia,0.0,0.0,1.0,0.0
2020-03-09,Latvia,2.0,0.0,3.0,0.0
2020-03-10,Latvia,3.0,0.0,6.0,0.0
2020-03-11,Latvia,2.0,0.0,8.0,0.0
2020-03-12,Latvia,8.0,0.0,16.0,0.0
2020-03-13,Latvia,0.0,0.0,16.0,0.0
2020-03-14,Latvia,0.0,0.0,16.0,0.0
2020-03-15,Latvia,14.0,0.0,30.0,0.0
2020-03-16,Latvia,1.0,0.0,31.0,0.0
2020-02-22,Lebanon,0.0,0.0,1.0,0.0
2020-02-23,Lebanon,0.0,0.0,1.0,0.0
2020-02-24,Lebanon,0.0,0.0,1.0,0.0
2020-02-25,Lebanon,0.0,0.0,1.0,0.0
2020-02-26,Lebanon,0.0,0.0,1.0,0.0
2020-02-27,Lebanon,1.0,0.0,2.0,0.0
2020-02-28,Lebanon,0.0,0.0,2.0,0.0
2020-02-29,Lebanon,0.0,0.0,2.0,0.0
2020-03-01,Lebanon,0.0,0.0,2.0,0.0
2020-03-02,Lebanon,8.0,0.0,10.0,0.0
2020-03-03,Lebanon,3.0,0.0,13.0,0.0
2020-03-04,Lebanon,0.0,0.0,13.0,0.0
2020-03-05,Lebanon,0.0,0.0,13.0,0.0
2020-03-06,Lebanon,3.0,0.0,16.0,0.0
2020-03-07,Lebanon,6.0,0.0,22.0,0.0
2020-03-08,Lebanon,6.0,0.0,28.0,0.0
2020-03-09,Lebanon,4.0,0.0,32.0,0.0
2020-03-10,Lebanon,9.0,0.0,41.0,0.0
2020-03-11,Lebanon,0.0,0.0,41.0,1.0
2020-03-12,Lebanon,25.0,2.0,66.0,3.0
2020-03-13,Lebanon,0.0,0.0,66.0,3.0
2020-03-14,Lebanon,11.0,1.0,77.0,4.0
2020-03-15,Lebanon,16.0,0.0,93.0,4.0
2020-03-16,Lebanon,6.0,0.0,99.0,0.0
2020-03-05,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-06,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-07,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-08,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-09,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-10,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-11,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-12,Liechtenstein,0.0,0.0,1.0,0.0
2020-03-13,Liechtenstein,3.0,0.0,4.0,0.0
2020-03-14,Liechtenstein,0.0,0.0,4.0,0.0
2020-03-15,Liechtenstein,0.0,0.0,4.0,0.0
2020-03-16,Liechtenstein,3.0,0.0,7.0,0.0
2020-02-28,Lithuania,0.0,0.0,1.0,0.0
2020-02-29,Lithuania,0.0,0.0,1.0,0.0
2020-03-01,Lithuania,0.0,0.0,1.0,0.0
2020-03-02,Lithuania,0.0,0.0,1.0,0.0
2020-03-03,Lithuania,0.0,0.0,1.0,0.0
2020-03-04,Lithuania,0.0,0.0,1.0,0.0
2020-03-05,Lithuania,0.0,0.0,1.0,0.0
2020-03-06,Lithuania,0.0,0.0,1.0,0.0
2020-03-07,Lithuania,0.0,0.0,1.0,0.0
2020-03-08,Lithuania,0.0,0.0,1.0,0.0
2020-03-09,Lithuania,0.0,0.0,1.0,0.0
2020-03-10,Lithuania,0.0,0.0,1.0,0.0
2020-03-11,Lithuania,0.0,0.0,1.0,0.0
2020-03-12,Lithuania,2.0,0.0,3.0,0.0
2020-03-13,Lithuania,0.0,0.0,3.0,0.0
2020-03-14,Lithuania,3.0,0.0,6.0,0.0
2020-03-15,Lithuania,3.0,0.0,9.0,0.0
2020-03-16,Lithuania,5.0,0.0,14.0,0.0
2020-03-02,Luxembourg,0.0,0.0,1.0,0.0
2020-03-03,Luxembourg,0.0,0.0,1.0,0.0
2020-03-04,Luxembourg,0.0,0.0,1.0,0.0
2020-03-05,Luxembourg,0.0,0.0,1.0,0.0
2020-03-06,Luxembourg,0.0,0.0,1.0,0.0
2020-03-07,Luxembourg,1.0,0.0,2.0,0.0
2020-03-08,Luxembourg,0.0,0.0,2.0,0.0
2020-03-09,Luxembourg,0.0,0.0,2.0,0.0
2020-03-10,Luxembourg,3.0,0.0,5.0,0.0
2020-03-11,Luxembourg,0.0,0.0,5.0,0.0
2020-03-12,Luxembourg,12.0,0.0,17.0,0.0
2020-03-13,Luxembourg,0.0,0.0,17.0,0.0
2020-03-14,Luxembourg,21.0,0.0,38.0,1.0
2020-03-15,Luxembourg,0.0,0.0,38.0,1.0
2020-03-16,Luxembourg,0.0,0.0,38.0,1.0
2020-01-26,Malaysia,0.0,0.0,3.0,0.0
2020-01-27,Malaysia,1.0,0.0,4.0,0.0
2020-01-28,Malaysia,0.0,0.0,4.0,0.0
2020-01-29,Malaysia,0.0,0.0,4.0,0.0
2020-01-30,Malaysia,3.0,0.0,7.0,0.0
2020-01-31,Malaysia,1.0,0.0,8.0,0.0
2020-02-01,Malaysia,0.0,0.0,8.0,0.0
2020-02-02,Malaysia,0.0,0.0,8.0,0.0
2020-02-03,Malaysia,0.0,0.0,8.0,0.0
2020-02-04,Malaysia,2.0,0.0,10.0,0.0
2020-02-05,Malaysia,0.0,0.0,10.0,0.0
2020-02-06,Malaysia,2.0,0.0,12.0,0.0
2020-02-07,Malaysia,2.0,0.0,14.0,0.0
2020-02-08,Malaysia,1.0,0.0,15.0,0.0
2020-02-09,Malaysia,2.0,0.0,17.0,0.0
2020-02-10,Malaysia,1.0,0.0,18.0,0.0
2020-02-11,Malaysia,0.0,0.0,18.0,0.0
2020-02-12,Malaysia,0.0,0.0,18.0,0.0
2020-02-13,Malaysia,0.0,0.0,18.0,0.0
2020-02-14,Malaysia,1.0,0.0,19.0,0.0
2020-02-15,Malaysia,2.0,0.0,21.0,0.0
2020-02-16,Malaysia,1.0,0.0,22.0,0.0
2020-02-17,Malaysia,0.0,0.0,22.0,0.0
2020-02-18,Malaysia,0.0,0.0,22.0,0.0
2020-02-19,Malaysia,0.0,0.0,22.0,0.0
2020-02-20,Malaysia,0.0,0.0,22.0,0.0
2020-02-21,Malaysia,0.0,0.0,22.0,0.0
2020-02-22,Malaysia,0.0,0.0,22.0,0.0
2020-02-23,Malaysia,0.0,0.0,22.0,0.0
2020-02-24,Malaysia,0.0,0.0,22.0,0.0
2020-02-25,Malaysia,0.0,0.0,22.0,0.0
2020-02-26,Malaysia,0.0,0.0,22.0,0.0
2020-02-27,Malaysia,0.0,0.0,22.0,0.0
2020-02-28,Malaysia,2.0,0.0,24.0,0.0
2020-02-29,Malaysia,0.0,0.0,24.0,0.0
2020-03-01,Malaysia,0.0,0.0,24.0,0.0
2020-03-02,Malaysia,0.0,0.0,24.0,0.0
2020-03-03,Malaysia,5.0,0.0,29.0,0.0
2020-03-04,Malaysia,21.0,0.0,50.0,0.0
2020-03-05,Malaysia,0.0,0.0,50.0,0.0
2020-03-06,Malaysia,5.0,0.0,55.0,0.0
2020-03-07,Malaysia,28.0,0.0,83.0,0.0
2020-03-08,Malaysia,10.0,0.0,93.0,0.0
2020-03-09,Malaysia,0.0,0.0,93.0,0.0
2020-03-10,Malaysia,24.0,0.0,117.0,0.0
2020-03-11,Malaysia,12.0,0.0,129.0,0.0
2020-03-12,Malaysia,0.0,0.0,129.0,0.0
2020-03-13,Malaysia,0.0,0.0,129.0,0.0
2020-03-14,Malaysia,68.0,0.0,197.0,0.0
2020-03-15,Malaysia,41.0,0.0,238.0,0.0
2020-03-16,Malaysia,315.0,0.0,553.0,0.0
2020-03-08,Maldives,0.0,0.0,2.0,0.0
2020-03-09,Maldives,2.0,0.0,4.0,0.0
2020-03-10,Maldives,0.0,0.0,4.0,0.0
2020-03-11,Maldives,4.0,0.0,8.0,0.0
2020-03-12,Maldives,0.0,0.0,8.0,0.0
2020-03-13,Maldives,0.0,0.0,8.0,0.0
2020-03-14,Maldives,1.0,0.0,9.0,0.0
2020-03-15,Maldives,1.0,0.0,10.0,0.0
2020-03-16,Maldives,3.0,0.0,13.0,0.0
2020-03-08,Malta,0.0,0.0,3.0,0.0
2020-03-09,Malta,0.0,0.0,3.0,0.0
2020-03-10,Malta,1.0,0.0,4.0,0.0
2020-03-11,Malta,0.0,0.0,4.0,0.0
2020-03-12,Malta,2.0,0.0,6.0,0.0
2020-03-13,Malta,3.0,0.0,9.0,0.0
2020-03-14,Malta,3.0,0.0,12.0,0.0
2020-03-15,Malta,0.0,0.0,12.0,0.0
2020-03-16,Malta,9.0,0.0,21.0,0.0
2020-03-08,Martinique,0.0,0.0,2.0,0.0
2020-03-09,Martinique,0.0,0.0,2.0,0.0
2020-03-10,Martinique,0.0,0.0,2.0,0.0
2020-03-11,Martinique,1.0,0.0,3.0,0.0
2020-03-12,Martinique,0.0,0.0,3.0,0.0
2020-03-13,Martinique,1.0,0.0,4.0,0.0
2020-03-14,Martinique,2.0,0.0,6.0,0.0
2020-03-15,Martinique,4.0,0.0,10.0,0.0
2020-03-16,Martinique,5.0,0.0,15.0,0.0
2020-03-15,Mauritania,0.0,0.0,1.0,0.0
2020-03-16,Mauritania,0.0,0.0,1.0,0.0
2020-03-15,Mayotte,0.0,0.0,1.0,0.0
2020-03-16,Mayotte,0.0,0.0,1.0,0.0
2020-02-29,Mexico,0.0,0.0,2.0,0.0
2020-03-01,Mexico,0.0,0.0,2.0,0.0
2020-03-02,Mexico,3.0,0.0,5.0,0.0
2020-03-03,Mexico,0.0,0.0,5.0,0.0
2020-03-04,Mexico,0.0,0.0,5.0,0.0
2020-03-05,Mexico,0.0,0.0,5.0,0.0
2020-03-06,Mexico,0.0,0.0,5.0,0.0
2020-03-07,Mexico,0.0,0.0,5.0,0.0
2020-03-08,Mexico,2.0,0.0,7.0,0.0
2020-03-09,Mexico,0.0,0.0,7.0,0.0
2020-03-10,Mexico,0.0,0.0,7.0,0.0
2020-03-11,Mexico,0.0,0.0,7.0,0.0
2020-03-12,Mexico,4.0,0.0,11.0,0.0
2020-03-13,Mexico,1.0,0.0,12.0,0.0
2020-03-14,Mexico,14.0,0.0,26.0,0.0
2020-03-15,Mexico,15.0,0.0,41.0,0.0
2020-03-16,Mexico,12.0,0.0,53.0,0.0
2020-03-01,Monaco,0.0,0.0,1.0,0.0
2020-03-02,Monaco,0.0,0.0,1.0,0.0
2020-03-03,Monaco,0.0,0.0,1.0,0.0
2020-03-04,Monaco,0.0,0.0,1.0,0.0
2020-03-05,Monaco,0.0,0.0,1.0,0.0
2020-03-06,Monaco,0.0,0.0,1.0,0.0
2020-03-07,Monaco,0.0,0.0,1.0,0.0
2020-03-08,Monaco,0.0,0.0,1.0,0.0
2020-03-09,Monaco,0.0,0.0,1.0,0.0
2020-03-10,Monaco,0.0,0.0,1.0,0.0
2020-03-11,Monaco,0.0,0.0,1.0,0.0
2020-03-12,Monaco,0.0,0.0,1.0,0.0
2020-03-13,Monaco,0.0,0.0,1.0,0.0
2020-03-14,Monaco,1.0,0.0,2.0,0.0
2020-03-15,Monaco,0.0,0.0,2.0,0.0
2020-03-16,Monaco,7.0,0.0,9.0,0.0
2020-03-10,Mongolia,0.0,0.0,1.0,0.0
2020-03-11,Mongolia,0.0,0.0,1.0,0.0
2020-03-12,Mongolia,0.0,0.0,1.0,0.0
2020-03-13,Mongolia,0.0,0.0,1.0,0.0
2020-03-14,Mongolia,0.0,0.0,1.0,0.0
2020-03-15,Mongolia,0.0,0.0,1.0,0.0
2020-03-16,Mongolia,0.0,0.0,1.0,0.0
2020-03-03,Morocco,0.0,0.0,1.0,0.0
2020-03-04,Morocco,0.0,0.0,1.0,0.0
2020-03-05,Morocco,1.0,0.0,2.0,0.0
2020-03-06,Morocco,0.0,0.0,2.0,0.0
2020-03-07,Morocco,0.0,0.0,2.0,0.0
2020-03-08,Morocco,0.0,0.0,2.0,0.0
2020-03-09,Morocco,0.0,0.0,2.0,0.0
2020-03-10,Morocco,0.0,0.0,2.0,0.0
2020-03-11,Morocco,1.0,0.0,3.0,1.0
2020-03-12,Morocco,2.0,0.0,5.0,1.0
2020-03-13,Morocco,1.0,0.0,6.0,1.0
2020-03-14,Morocco,1.0,0.0,7.0,1.0
2020-03-15,Morocco,11.0,0.0,18.0,1.0
2020-03-16,Morocco,10.0,0.0,28.0,1.0
2020-03-15,Namibia,0.0,0.0,2.0,0.0
2020-03-16,Namibia,0.0,0.0,2.0,0.0
2020-01-25,Nepal,0.0,0.0,1.0,0.0
2020-01-26,Nepal,0.0,0.0,1.0,0.0
2020-01-27,Nepal,0.0,0.0,1.0,0.0
2020-01-28,Nepal,0.0,0.0,1.0,0.0
2020-01-29,Nepal,0.0,0.0,1.0,0.0
2020-01-30,Nepal,0.0,0.0,1.0,0.0
2020-01-31,Nepal,0.0,0.0,1.0,0.0
2020-02-01,Nepal,0.0,0.0,1.0,0.0
2020-02-02,Nepal,0.0,0.0,1.0,0.0
2020-02-03,Nepal,0.0,0.0,1.0,0.0
2020-02-04,Nepal,0.0,0.0,1.0,0.0
2020-02-05,Nepal,0.0,0.0,1.0,0.0
2020-02-06,Nepal,0.0,0.0,1.0,0.0
2020-02-07,Nepal,0.0,0.0,1.0,0.0
2020-02-08,Nepal,0.0,0.0,1.0,0.0
2020-02-09,Nepal,0.0,0.0,1.0,0.0
2020-02-10,Nepal,0.0,0.0,1.0,0.0
2020-02-11,Nepal,0.0,0.0,1.0,0.0
2020-02-12,Nepal,0.0,0.0,1.0,0.0
2020-02-13,Nepal,0.0,0.0,1.0,0.0
2020-02-14,Nepal,0.0,0.0,1.0,0.0
2020-02-15,Nepal,0.0,0.0,1.0,0.0
2020-02-16,Nepal,0.0,0.0,1.0,0.0
2020-02-17,Nepal,0.0,0.0,1.0,0.0
2020-02-18,Nepal,0.0,0.0,1.0,0.0
2020-02-19,Nepal,0.0,0.0,1.0,0.0
2020-02-20,Nepal,0.0,0.0,1.0,0.0
2020-02-21,Nepal,0.0,0.0,1.0,0.0
2020-02-22,Nepal,0.0,0.0,1.0,0.0
2020-02-23,Nepal,0.0,0.0,1.0,0.0
2020-02-24,Nepal,0.0,0.0,1.0,0.0
2020-02-25,Nepal,0.0,0.0,1.0,0.0
2020-02-26,Nepal,0.0,0.0,1.0,0.0
2020-02-27,Nepal,0.0,0.0,1.0,0.0
2020-02-28,Nepal,0.0,0.0,1.0,0.0
2020-02-29,Nepal,0.0,0.0,1.0,0.0
2020-03-01,Nepal,0.0,0.0,1.0,0.0
2020-03-02,Nepal,0.0,0.0,1.0,0.0
2020-03-03,Nepal,0.0,0.0,1.0,0.0
2020-03-04,Nepal,0.0,0.0,1.0,0.0
2020-03-05,Nepal,0.0,0.0,1.0,0.0
2020-03-06,Nepal,0.0,0.0,1.0,0.0
2020-03-07,Nepal,0.0,0.0,1.0,0.0
2020-03-08,Nepal,0.0,0.0,1.0,0.0
2020-03-09,Nepal,0.0,0.0,1.0,0.0
2020-03-10,Nepal,0.0,0.0,1.0,0.0
2020-03-11,Nepal,0.0,0.0,1.0,0.0
2020-03-12,Nepal,0.0,0.0,1.0,0.0
2020-03-13,Nepal,0.0,0.0,1.0,0.0
2020-03-14,Nepal,0.0,0.0,1.0,0.0
2020-03-15,Nepal,0.0,0.0,1.0,0.0
2020-03-16,Nepal,0.0,0.0,1.0,0.0
2020-02-28,Netherlands,0.0,0.0,1.0,0.0
2020-02-29,Netherlands,1.0,0.0,2.0,0.0
2020-03-01,Netherlands,5.0,0.0,7.0,0.0
2020-03-02,Netherlands,6.0,0.0,13.0,0.0
2020-03-03,Netherlands,5.0,0.0,18.0,0.0
2020-03-04,Netherlands,10.0,0.0,28.0,0.0
2020-03-05,Netherlands,10.0,0.0,38.0,0.0
2020-03-06,Netherlands,44.0,0.0,82.0,0.0
2020-03-07,Netherlands,46.0,0.0,128.0,1.0
2020-03-08,Netherlands,60.0,0.0,188.0,1.0
2020-03-09,Netherlands,77.0,2.0,265.0,3.0
2020-03-10,Netherlands,56.0,0.0,321.0,3.0
2020-03-11,Netherlands,61.0,1.0,382.0,4.0
2020-03-12,Netherlands,121.0,1.0,503.0,5.0
2020-03-13,Netherlands,111.0,0.0,614.0,5.0
2020-03-14,Netherlands,190.0,5.0,804.0,10.0
2020-03-15,Netherlands,155.0,2.0,959.0,12.0
2020-03-16,Netherlands,176.0,8.0,1135.0,20.0
2020-02-28,New Zealand,0.0,0.0,1.0,0.0
2020-02-29,New Zealand,0.0,0.0,1.0,0.0
2020-03-01,New Zealand,0.0,0.0,1.0,0.0
2020-03-02,New Zealand,0.0,0.0,1.0,0.0
2020-03-03,New Zealand,1.0,0.0,2.0,0.0
2020-03-04,New Zealand,0.0,0.0,2.0,0.0
2020-03-05,New Zealand,0.0,0.0,2.0,0.0
2020-03-06,New Zealand,2.0,0.0,4.0,0.0
2020-03-07,New Zealand,1.0,0.0,5.0,0.0
2020-03-08,New Zealand,0.0,0.0,5.0,0.0
2020-03-09,New Zealand,0.0,0.0,5.0,0.0
2020-03-10,New Zealand,0.0,0.0,5.0,0.0
2020-03-11,New Zealand,0.0,0.0,5.0,0.0
2020-03-12,New Zealand,0.0,0.0,5.0,0.0
2020-03-13,New Zealand,0.0,0.0,5.0,0.0
2020-03-14,New Zealand,1.0,0.0,6.0,0.0
2020-03-15,New Zealand,0.0,0.0,6.0,0.0
2020-03-16,New Zealand,0.0,0.0,6.0,0.0
2020-02-28,Nigeria,0.0,0.0,1.0,0.0
2020-02-29,Nigeria,0.0,0.0,1.0,0.0
2020-03-01,Nigeria,0.0,0.0,1.0,0.0
2020-03-02,Nigeria,0.0,0.0,1.0,0.0
2020-03-03,Nigeria,0.0,0.0,1.0,0.0
2020-03-04,Nigeria,0.0,0.0,1.0,0.0
2020-03-05,Nigeria,0.0,0.0,1.0,0.0
2020-03-06,Nigeria,0.0,0.0,1.0,0.0
2020-03-07,Nigeria,0.0,0.0,1.0,0.0
2020-03-08,Nigeria,0.0,0.0,1.0,0.0
2020-03-09,Nigeria,1.0,0.0,2.0,0.0
2020-03-10,Nigeria,0.0,0.0,2.0,0.0
2020-03-11,Nigeria,0.0,0.0,2.0,0.0
2020-03-12,Nigeria,0.0,0.0,2.0,0.0
2020-03-13,Nigeria,0.0,0.0,2.0,0.0
2020-03-14,Nigeria,0.0,0.0,2.0,0.0
2020-03-15,Nigeria,0.0,0.0,2.0,0.0
2020-03-16,Nigeria,0.0,0.0,2.0,0.0
2020-02-27,Macedonia,0.0,0.0,1.0,0.0
2020-02-28,Macedonia,0.0,0.0,1.0,0.0
